Commune,Code Insee,url,Catégorie,Population,Site,https,Serveur,Version du serveur,Application,Version de l'application,Langage,Version du langage,Latitude,Longitude
Suresnes,92073,http://www.suresnes.fr,Niveau de sécurité incertain,46723,oui,non,Apache,2.2,eZ Publish,Inconnue,php,Inconnue,48.870019216023302,2.219989129338430
Surgères,17434,http://www.ville-surgeres.fr,Pas à jour,6508,oui,non,Apache,Inconnue,SPIP,1.9.1,php,5.2.6,46.104635637507101,-0.753390391140415
Surgy,58282,http://www.vaux-yonne.com,Informations masquées (vulnérabilités pas exposées),436,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.513505518609300,3.505929339206740
Suriauville,88461,http://www.suriauville.mairie.com,Niveau de sécurité incertain,207,oui,non,Apache,2.2,WebDev,Inconnue,Inconnue,Inconnue,48.165793234810600,5.864095712302780
Surin,86266,http://www.surin86.fr,Pas à jour,123,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,46.078468612252202,0.375056803744742
Surtainville,50585,http://www.surtainville.com,Pas à jour,1235,oui,non,Apache,Inconnue,SPIP,1.9.2,php,Inconnue,49.453548772173498,-1.793304067078280
Surville,14682,http://www.surville.com,Informations masquées (vulnérabilités pas exposées),455,oui,non,Nginx,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,49.302682432986202,0.224016878021975
Survilliers,95604,http://www.ville-survilliers.fr,Niveau de sécurité incertain,3833,oui,non,Apache,2.2,Drupal,7,php,5.3.3,49.106210914666299,2.544124407503000
Sury-le-Comtal,42304,http://www.ville-surylecomtal.fr,À jour,5605,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.4.37,45.542117304642602,4.181635670268480
Sury-près-Léré,18257,http://sury-pres-lere.fr,À jour,558,oui,non,Apache,Inconnue,SPIP,3.0.17,php,Inconnue,47.483090598107701,2.845378265235150
Surzur,56248,http://www.surzur.fr,Pas à jour,3720,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.2.0,47.570332611929601,-2.627860493453400
Sussargues,34307,http://www.ville-sussargues.fr,À jour,2567,oui,non,LiteSpeed,Inconnue,WordPress,4.0.1,php,5.4.37,43.709712517713101,3.993545862089760
Sutrieu,01414,http://www.sutrieu.fr,Pas à jour,235,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,45.931292743610200,5.650062035054780
Suze-la-Rousse,26345,http://www.mairie-suze-la-rousse.fr,Niveau de sécurité incertain,1905,oui,non,Apache,2.2,Inconnue,Inconnue,Inconnue,Inconnue,44.293160267466703,4.843965418611860
Sylvains-les-Moulins,27693,http://www.sylvainslesmoulins.fr,Niveau de sécurité incertain,1166,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.3.10,48.902676002839598,1.103259109704080
Tabanac,33518,http://www.mairie-tabanac.fr,Niveau de sécurité incertain,1056,oui,non,IIS,7.5,Inconnue,Inconnue,asp.net,Inconnue,44.723851343701497,-0.411159620399723
Tacoignières,78605,http://www.mairie-tacoignieres.fr,Informations masquées (vulnérabilités pas exposées),1049,oui,non,Apache,Inconnue,e.Magnus,Inconnue,Inconnue,Inconnue,48.832647039451402,1.665242144037810
Taden,22339,http://www.villetaden.com,Pas à jour,2297,oui,non,Nginx,Inconnue,Joomla,1.5,php,Inconnue,48.487976846222203,-2.054608326344250
Tagolsheim,68332,http://www.tagolsheim.fr,Informations masquées (vulnérabilités pas exposées),691,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.655397745618501,7.264657236417110
Taillades,84131,http://www.lestaillades.fr,Pas à jour,1959,oui,non,Apache,2.0,Inconnue,Inconnue,Inconnue,Inconnue,43.831476465385599,5.094473717376470
Taillebourg,17436,http://www.taillebourg17.fr,Pas à jour,730,oui,non,Apache,Inconnue,WordPress,3.9.3,php,5.4.37,45.845815966940300,-0.636323457731621
Taillis,35330,http://www.taillis.com,Niveau de sécurité incertain,1002,oui,non,IIS,7.5,Inconnue,Inconnue,asp.net,Inconnue,48.184223661399500,-1.240089645900110
Tailly,21616,http://tailly21.fr,Pas à jour,191,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,46.965419829715600,4.817081986867780
Tain-l'Hermitage ,26347,http://www.ville-tain.fr,Pas à jour,5853,oui,non,Apache,2.4,Inconnue,Inconnue,php,5.5.17,45.070765824127498,4.850498082705360
Taissy,51562,http://www.taissy.fr,À jour,2317,oui,non,Apache,Inconnue,SPIP,3.0.17,php,Inconnue,49.203729806085597,4.082330095150620
Taizé-Aizie,16378,http://www.mairie-taize-aizie-charente.com,Pas à jour,586,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.2.6,46.063784372856801,0.246913119778330
Talais,33521,http://www.talais-informations.fr,Pas à jour,662,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,45.476249950506897,-1.062509817571800
Talange,57663,http://www.talange.com,Niveau de sécurité incertain,7515,oui,non,IIS,8.0,Inconnue,Inconnue,asp.net,Inconnue,49.234614258307602,6.171899552778940
Talant,21617,http://www.talant.fr,Informations masquées (vulnérabilités pas exposées),11475,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.339182903511997,4.997542496511870
Talazac,65438,http://www.vic-montaner.com/fr/territoire/communes/talazac.html,Informations masquées (vulnérabilités pas exposées),71,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,43.334016447260503,0.038087134584087
Talence ,33522,http://www.talence.fr,Pas à jour,40600,oui,non,Apache,2.2,TYPO3,4.2,php,5.1.6,44.805821292116200,-0.591239819173693
Talensac,35331,http://www.talensac.fr,Pas à jour,2353,oui,non,Apache,Inconnue,WordPress,4.1,php,5.2.17,48.091109484743399,-1.926098067778480
Talissieu,01415,http://www.talissieu.fr,Pas à jour,425,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,45.863378893579700,5.720531953962220
Tallard,05170,http://www.ville-tallard.fr,Pas à jour,1988,oui,non,SiteW,2,TYPO3,4.4,php,5.3.29,44.459034200140898,6.044645603626970
Tallenay,25557,http://www.tallenay.fr,Informations masquées (vulnérabilités pas exposées),396,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.305843099501097,6.021546460541490
Talloires,74275,http://www.talloires.fr,Informations masquées (vulnérabilités pas exposées),1690,oui,non,Nginx,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,45.835651671083099,6.230457498177800
Tallone,2B320,http://www.tallone.fr,Pas à jour,314,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.5,42.184496216039001,9.465564532639000
Tallud-Sainte-Gemme,85287,http://www.tallud-sainte-gemme.fr,Pas à jour,472,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,4.4.9,46.695031223575803,-0.886730332135320
Talmas,80746,http://www.mairie-talmas.fr,Informations masquées (vulnérabilités pas exposées),1093,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,50.040980539811997,2.344285949408400
Talmont-Saint-Hilaire,85288,http://www.talmont-saint-hilaire.fr,Niveau de sécurité incertain,6991,oui,non,Apache,2.2,Creaville,Inconnue,Inconnue,Inconnue,46.475692968701097,-1.627717325693690
Talmont-sur-Gironde,17437,http://www.talmont-sur-gironde.fr,Informations masquées (vulnérabilités pas exposées),88,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,45.543768709458803,-0.903336401949189
Talmontiers,60626,http://www.talmontiers.fr,Pas à jour,748,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.12,49.389323257148597,1.751102393517440
Taluyers,69241,http://www.taluyers.fr,Pas à jour,2006,oui,non,Apache,Inconnue,WordPress,3.9.3,php,5.4.37,45.636704438123701,4.723477702138720
Tamniès,24544,http://www.tamnies.fr,À jour,351,oui,non,Apache,Inconnue,WordPress,4.1,php,5.4.37,44.976463382045402,1.149830707086180
Tanconville,54512,http://www.tanconville.fr,Pas à jour,93,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,48.605100559796597,6.940110516452820
Tancrou,77460,http://www.tancrou.fr,Informations masquées (vulnérabilités pas exposées),367,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,49.003861876159000,3.080152661641940
Tannay,58286,http://www.tannay58.com,Niveau de sécurité incertain,620,oui,non,Nginx,1.6.2,Inconnue,Inconnue,Inconnue,Inconnue,47.361591776596804,3.581193615605040
Tanneron,83133,http://www.communedetanneron.fr,Informations masquées (vulnérabilités pas exposées),1468,oui,non,Apache,Inconnue,1&1 DIY Websitebuilder,Inconnue,Inconnue,Inconnue,43.575084125190301,6.856325585872850
Tanus,81292,http://www.ville-tanus.fr,Informations masquées (vulnérabilités pas exposées),526,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,44.108372261590603,2.306139712749410
Taponas,69242,http://www.taponas.fr,Niveau de sécurité incertain,902,oui,non,IIS,6.0,Inconnue,Inconnue,asp.net,Inconnue,46.125715285817201,4.762576062471490
Tarare,69243,http://www.ville-tarare.fr,À jour,10333,oui,non,Apache,Inconnue,WordPress,4.1,php,Inconnue,45.903611318861401,4.423789945806600
Tarascon ,13108,http://www.tarascon-tourisme.com,Pas à jour,13297,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.2.9,43.794260842496797,4.686178365245590
Tarascon-sur-Ariège,09306,http://www.mairie-tarascon.com,Pas à jour,3468,oui,non,Apache,2.0,SPIP,2.0.9,php,5.2.17,42.846774400291302,1.595634255797020
Tarbes  ,65440,http://www.tarbes.fr,Pas à jour,43034,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,43.234672940908602,0.066155771111684
Tarcenay,25558,http://www.tarcenay.fr,Pas à jour,939,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,4.4.9,47.165950357825302,6.105157287655290
Tarerach,66201,http://www.tarerach.com,Pas à jour,57,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,42.684807037826801,2.510946706282680
Targon,33523,http://www.mairie-targon.com,Niveau de sécurité incertain,1851,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.4.36,44.734515815748999,-0.267896925338252
Tarnos,40312,http://www.ville-tarnos.fr,Pas à jour,11906,oui,non,Apache,Inconnue,Joomla,Inconnue,php,5.3.29,43.536812847445603,-1.464861284822700
Taron-Sadirac-Viellenave,64534,http://www.mairiedetaron.jimdo.com,Pas à jour,189,oui,non,Lighttp,1.4.28,Inconnue,Inconnue,Inconnue,Inconnue,43.512055040042497,-0.244736459880766
Tarquimpol,57664,http://www.cc-saulnois.fr,Pas à jour,68,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.3.29,48.781071017528099,6.761763538732300
Tartaras,42307,http://www.mairie-tartaras.com,Pas à jour,767,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,45.554222590472698,4.663928823762810
Tartas,40313,http://www.tartas.fr,Niveau de sécurité incertain,3088,oui,non,Apache,2.2,eZ Publish,Inconnue,php,Inconnue,43.818161023187500,-0.783092134927984
Tassin-la-Demi-Lune ,69244,http://www.tassinlademilune.fr,Pas à jour,19511,oui,non,Apache,Inconnue,Joomla,1.5,php,Inconnue,45.762981443802097,4.754994758660350
Tatinghem,62807,http://www.tatinghem.fr,Pas à jour,1775,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,50.743786039505999,2.206045802307990
Taulé,29279,http://www.commune-taule.fr,Informations masquées (vulnérabilités pas exposées),2929,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,48.604454123222403,-3.898809175598530
Taulignan,26348,http://www.mairie-taulignan.fr,Niveau de sécurité incertain,1580,oui,non,Apache,2.2,Inconnue,Inconnue,Inconnue,Inconnue,44.458884025804103,4.978595611656960
Taupont,56249,http://www.taupont.fr,Pas à jour,2162,oui,non,Apache,Inconnue,WordPress,4.0.1,php,5.4.35,47.962634919445300,-2.442641319341740
Tauriac,33525,http://www.mairie-tauriac.com,Informations masquées (vulnérabilités pas exposées),1301,oui,non,Apache,Inconnue,WordPress,Inconnue,php,Inconnue,45.053208912499400,-0.505650704927558
Tauriac,46313,http://www.tauriac.fr,Pas à jour,387,oui,non,Apache,2.2,Inconnue,Inconnue,php,4.4.8,44.910573629824803,1.773510703021730
Taurinya,66204,http://www.taurinya.fr,Pas à jour,326,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.2.10,42.558667917932702,2.442630364215930
Taussac,12277,http://www.taussac.fr,Niveau de sécurité incertain,457,oui,non,IIS,7.0,Inconnue,Inconnue,asp.net,Inconnue,44.825021670337797,2.636266781895140
Tautavel,66205,http://www.tautavel.com,Niveau de sécurité incertain,912,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.3.10,42.813778877454602,2.718629678811480
Tauves,63426,http://tauves.fr,Informations masquées (vulnérabilités pas exposées),753,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,45.563560680449797,2.627444752503180
Tauxières-Mutry,51564,http://www.tauxieres-mutry.com,Niveau de sécurité incertain,278,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.3.3,49.090146578455098,4.096412811788040
Tavant,37255,http://www.communedetavant.fr,Pas à jour,262,oui,non,Apache,2.2,Inconnue,Inconnue,php,4.4.9,47.117542253959598,0.386499254101957
Tavaux,39526,http://www.ville-tavaux.fr,Niveau de sécurité incertain,4123,oui,non,Apache,Inconnue,TYPO3,4.5,php,Inconnue,47.037616505506001,5.402862722968820
Tavernes,83135,http://www.mairie-tavernes.fr,Pas à jour,1250,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,43.600513747962701,6.021017961384470
Taverny ,95607,http://www.ville-taverny.fr,Informations masquées (vulnérabilités pas exposées),26144,oui,non,Apache,Inconnue,Drupal,7,php,Inconnue,49.026354387793603,2.220654636363750
Tavers,45317,http://www.tavers.fr,Niveau de sécurité incertain,1334,oui,non,Apache,2.4,Inconnue,Inconnue,Inconnue,Inconnue,47.763073917029502,1.593215687369090
Tavey,70497,http://www.tavey.net,Informations masquées (vulnérabilités pas exposées),453,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.562282046903498,6.741179683241350
Taxat-Senat,03278,http://www.taxat-senat.fr,Niveau de sécurité incertain,223,oui,non,IIS,7.5,Inconnue,Inconnue,asp.net,Inconnue,46.207573866397603,3.146550727727520
Têche,38500,http://www.teche.fr,Pas à jour,560,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.4.4,45.178286823634799,5.375662116927220
Teilhet,09309,http://mairieteilhet.wix.com/ariege,Informations masquées (vulnérabilités pas exposées),172,oui,non,Wix,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,43.096995518207898,1.782768123846710
Teillay,35332,http://www.teillay.fr,Niveau de sécurité incertain,997,oui,non,Apache,2.2,Creaville,Inconnue,Inconnue,Inconnue,47.807478118925999,-1.522418681037580
Teillé,44202,http://www.teille.fr,Pas à jour,1740,oui,non,Apache,Inconnue,TYPO3,4.3,php,Inconnue,47.464107214641800,-1.286770150167130
Teillet-Argenty,03279,http://www.teillet-argenty.fr,Niveau de sécurité incertain,542,oui,non,IIS,6.0,Inconnue,Inconnue,Inconnue,Inconnue,46.262530076476899,2.517304375928250
Telgruc-sur-Mer,29280,http://www.mairie-telgruc.fr,Pas à jour,2092,oui,non,Apache,Inconnue,Joomla,1.5,php,5.3.9,48.233466994278999,-4.357284885500310
Tellancourt,54514,http://www.tellancourt.mairie.com,Niveau de sécurité incertain,571,oui,non,Apache,2.2,WebDev,Inconnue,Inconnue,Inconnue,49.509104828109599,5.630629632561230
Teloché,72350,http://www.mairiedeteloche.fr,Pas à jour,3016,oui,non,Apache,Inconnue,Joomla,Inconnue,php,5.2.17,47.889887926152603,0.278503968588534
Templemars,59585,http://www.ville-de-templemars.fr,Informations masquées (vulnérabilités pas exposées),3158,oui,non,Apache,Inconnue,1&1 DIY Websitebuilder,Inconnue,Inconnue,Inconnue,50.570479576433598,3.059989931511530
Templeuve,59586,http://www.ville-templeuve.fr,Pas à jour,5786,oui,non,Apache,Inconnue,WordPress,3.9.1,php,5.2.5,50.532547874170398,3.173375792013670
Templeux-la-Fosse,80747,http://templeux-la-fosse.mairie.pagespro-orange.fr,Informations masquées (vulnérabilités pas exposées),143,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,49.970980959433298,3.024391344365450
Tenay,01416,http://www.mairie-tenay.fr,Pas à jour,1120,oui,non,Apache,Inconnue,Joomla,Inconnue,php,5.3.29,45.922477657269702,5.514458261405050
Tence,43244,http://www.ville-tence.fr,Pas à jour,3193,oui,non,Apache,Inconnue,SPIP,1.9.2g,php,Inconnue,45.113529307862002,4.300527191740680
Tencin,38501,http://www.tencin.net,Pas à jour,1222,oui,non,Apache,Inconnue,Joomla,1.5,php,5.2.17,45.311181302700000,5.958742422445070
Tendon,88464,http://www.tendon.fr,Pas à jour,517,oui,non,Apache,Inconnue,WordPress,3.4.2,php,5.4.35,48.108086794386800,6.674892540609660
Tercé,86268,http://terce.vienne-mouliere.fr,Pas à jour,1073,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.3.15,46.514467666701101,0.554069186179378
Tergnier,02738,http://www.ville-tergnier.fr,Informations masquées (vulnérabilités pas exposées),14139,oui,non,Apache,Inconnue,eZ Publish,Inconnue,php,Inconnue,49.656835488885697,3.299564619757740
Ternand,69245,http://www.ternand.fr,À jour,724,oui,non,Apache,Inconnue,SPIP,2.1.26,php,Inconnue,45.948562769111497,4.521172790130470
Ternant,58289,http://www.ternant.fr,Niveau de sécurité incertain,211,oui,non,IIS,7.5,Inconnue,Inconnue,asp.net,Inconnue,46.752267622528798,3.848262130597600
Ternay,69297,http://www.ternay.fr,Pas à jour,5335,oui,non,Apache,2.2,SPIP,1.9.2h,php,Inconnue,45.605047261150403,4.806747201989280
Terrasson-Lavilledieu,24547,http://www.ville-terrasson.com,Pas à jour,6225,oui,non,Apache,2.2,Joomla,1.5,php,5.2.13,45.118089263167498,1.298527662657920
Terraube,32442,http://www.terraube.com,Informations masquées (vulnérabilités pas exposées),393,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,43.902644774013702,0.554046203542615
Terre-de-Bas,97130,http://www.terredebas-lessaintes.com,Pas à jour,1095,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.2.10,15.854257377648601,-61.633538080310700
Terre-de-Haut,97131,http://www.terredehaut-lessaintes.com,Niveau de sécurité incertain,1787,oui,non,Lighttp,1.4.35,Inconnue,Inconnue,php,5.3.3,15.862367971385501,-61.585792381340198
Terssac,81297,http://www.mairie-terssac.fr,Pas à jour,1023,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.6,43.922405391911703,2.070180067383640
Terville,57666,http://www.terville.fr,Niveau de sécurité incertain,6445,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.3.3,49.346482241533700,6.132453065464620
Tessancourt-sur-Aubette,78609,http://www.tessancourt-sur-aubette.com,Pas à jour,947,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,4.4.9,49.025442342900298,1.918788064839290
Tessy-sur-Vire,50592,http://www.tessysurvire.fr,Pas à jour,1454,oui,non,Apache,Inconnue,WordPress,4.1,php,5.2.17,48.963123641315200,-1.084758728816760
Téteghem,59588,http://www.villedeteteghem.fr,Pas à jour,7072,oui,non,Apache,Inconnue,Joomla,1.5,php,5.2.17,51.015750001417103,2.452816627254720
Teting-sur-Nied,57668,http://www.tetingsurnied.fr,Pas à jour,1379,oui,non,Apache,Inconnue,Joomla,Inconnue,php,5.4.35,49.053028951727697,6.668833380955070
Teuillac,33530,http://www.teuillac.a3w.fr,Niveau de sécurité incertain,778,oui,non,IIS,7.5,Inconnue,Inconnue,asp.net,Inconnue,45.096515937918603,-0.547262259677228
Teyran,34309,http://www.ville-teyran.fr,Informations masquées (vulnérabilités pas exposées),4427,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,43.684770881613602,3.928730298717890
Teyssieu,46315,http://www.teyssieu.fr,Pas à jour,187,oui,non,Apache,2.2,Inconnue,Inconnue,php,4.4.8,44.916813509815498,1.957726691963270
Thairé,17443,http://www.thaire.fr,Pas à jour,1493,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.12,46.077236438457398,-1.003773005120370
Thal-Marmoutier,67489,http://www.thal-marmoutier.fr,Pas à jour,767,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,48.697125906030699,7.341021639430710
Thann,68334,http://www.ville-thann.fr,Informations masquées (vulnérabilités pas exposées),7929,oui,non,Apache,Inconnue,eZ Publish,Inconnue,php,Inconnue,47.814071698061198,7.094646313199600
Thaon,14685,http://www.mairiethaon14.fr,Niveau de sécurité incertain,1492,oui,non,IIS,7.5,e.Magnus,Inconnue,asp.net,Inconnue,49.255127421369799,-0.449355050074283
Thaon-les-Vosges ,88465,http://www.thaon-les-vosges.com,Informations masquées (vulnérabilités pas exposées),7989,oui,non,Apache,Inconnue,eZ Publish,Inconnue,php,Inconnue,48.249789367559501,6.408783283618420
